target,source,Coste,player
Atalanta,Frosinone,Fin de cesión 30/06/2023,Andrea OliveriA. Oliveri
Monza,Frosinone,Fin de cesión 30/06/2023,Mario SampirisiM. Sampirisi
Lecce,Frosinone,Fin de cesión 30/06/2023,Fabio LucioniF. Lucioni
Pisa,Frosinone,Fin de cesión 30/06/2023,Leonardo LoriaL. Loria
Lecce,Frosinone,Fin de cesión 30/06/2023,Ilario MonterisiI. Monterisi
Cremonese,Frosinone,Fin de cesión 30/06/2023,Luca RavanelliL. Ravanelli
Pescara,Frosinone,Fin de cesión 30/06/2023,Miloš BočićM. Bočić
Torino,Frosinone,Fin de cesión 30/06/2023,Ben Lhassine KoneB. Kone
Pescara,Frosinone,Fin de cesión 30/06/2023,Gennaro BorrelliG. Borrelli
Monza,Frosinone,Fin de cesión 30/06/2023,Luca MazzitelliL. Mazzitelli
Sassuolo,Frosinone,Fin de cesión 30/06/2023,Giacomo ManzariG. Manzari
Sassuolo,Frosinone,Fin de cesión 30/06/2023,Luca MoroLuca Moro
Sassuolo,Frosinone,Fin de cesión 30/06/2023,Stefano TuratiS. Turati
Lecce,Frosinone,Fin de cesión 29/06/2023,Gianluca FrabottaG. Frabotta
Génova,Tigre,"14,50 mill. €",Mateo ReteguiM. Retegui
Génova,Juventus,"9,70 mill. €",Radu DrăgușinR. Drăgușin
Génova,Marsella,"7,00 mill. €",Ruslan MalinovskyiR. Malinovskyi
Génova,RB Leipzig,"3,50 mill. €",Josep MartínezJ. Martínez
Génova,Reading,"2,50 mill. €",George PușcașG. Pușcaș
Génova,Venezia,"2,50 mill. €",Mattia AramuM. Aramu
Génova,FC Sheriff,"2,50 mill. €",David AnkeyeD. Ankeye
Génova,AC Milan,"1,50 mill. €",Junior MessiasJ. Messias
Génova,AC Milan,"Coste de cesión: 1,50 mill. €",Junior MessiasJ. Messias
Génova,Pescara,100 mil €,Daniele SommarivaD. Sommariva
Génova,Unión Berlín,Coste de cesión: 350 mil €,Morten ThorsbyM. Thorsby
Génova,SKN St. Pölten,250 mil €,Franz StolzF. Stolz
Génova,Galatasaray,Coste de cesión: 250 mil €,Berkan KutluB. Kutlu
Génova,Feralpisalò,Fin de cesión 30/06/2023,Mattia ZennaroM. Zennaro
Génova,Ascoli,Libre,Nicola LealiN. Leali
Génova,Marsella,Libre,Kevin StrootmanK. Strootman
Génova,Mainz,Libre,Aarón MartínA. Martín
Génova,Tottenham,Cesión,Djed SpenceD. Spence
Génova,Juventus,Cesión,Koni De WinterK. De Winter
Génova,Marsella,Cesión,VitinhaVitinha
Génova,Monza,Cesión,Giorgio CittadiniG. Cittadini
Génova,Salernitana,Cesión,Emil BohinenE. Bohinen
Génova,Marsella,Cesión,Ruslan MalinovskyiR. Malinovskyi
Génova,Genoa U19,-,Simone CalvaniS. Calvani
Génova,Genoa U19,-,Brayan BociB. Boci
Génova,Standard Lieja,Fin de cesión 30/06/2023,Filippo MelegoniF. Melegoni
Génova,Cremonese,Fin de cesión 30/06/2023,Johan VásquezJ. Vásquez
Génova,Pontedera,Fin de cesión 23/01/2024,Daniel FossatiD. Fossati
Génova,Como,Fin de cesión 30/06/2023,Vittorio PariginiV. Parigini
Génova,Piacenza,Fin de cesión 30/06/2023,Luca ChiericoL. Chierico
Génova,Amora FC,Fin de cesión 30/06/2023,Elmando GjiniE. Gjini
Génova,Juve Next Gen,Fin de cesión 30/06/2023,Michele BesaggioM. Besaggio
Génova,Hellas Verona,Fin de cesión 30/06/2023,Yayah KallonY. Kallon
Génova,Pro Vercelli,Fin de cesión 30/06/2023,Nicholas RizzoN. Rizzo
Génova,Novara,Fin de cesión 30/06/2023,Patrizio MasiniP. Masini
Génova,Borgosesia,Fin de cesión 30/06/2023,Daniel FossatiD. Fossati
Génova,Cosenza,Fin de cesión 30/06/2023,Giacomo CalòG. Calò
Génova,LR Vicenza,Fin de cesión 18/01/2024,Federico ValiettiF. Valietti
Génova,Karagümrük,Fin de cesión 30/06/2023,Davide BiraschiD. Biraschi
Génova,Cremonese,Fin de cesión 30/06/2023,Pablo GaldamesP. Galdames
Génova,Ternana,Fin de cesión 30/06/2023,Francesco CassataF. Cassata
Génova,Matera,Fin de cesión 30/06/2023,Kacper ZielskiK. Zielski
Génova,Pescara,Fin de cesión 30/06/2023,Paolo GozziP. Gozzi
Génova,Lumezzane,Fin de cesión 30/06/2023,Gianluca ParodiG. Parodi
Génova,Montpellier,Fin de cesión 31/01/2024,Kelvin YeboahK. Yeboah
Génova,FC Augsburgo,Fin de cesión 30/06/2023,Kelvin YeboahK. Yeboah
Génova,Siena,Fin de cesión 30/06/2023,Elia PetrelliE. Petrelli
Génova,SL16 FC,Fin de cesión 30/06/2023,Aleksander BuksaA. Buksa
Génova,Lecco,Fin de cesión 05/01/2024,Brayan BociB. Boci
Génova,Pontedera,Fin de cesión 30/06/2023,Alessandro MarcandalliA. Marcandalli
Tottenham,Génova,"25,00 mill. €",Radu DrăgușinR. Drăgușin
Sassuolo,Génova,"3,00 mill. €",Luca LipaniL. Lipani
Hellas Verona,Génova,"1,80 mill. €",Yayah KallonY. Kallon
Como,Génova,"1,46 mill. €",Adrian SemperA. Semper
Vasco da Gama,Génova,800 mil €,Pablo GaldamesP. Galdames
PEC Zwolle,Génova,Coste de cesión: 200 mil €,Lennart CzyborraL. Czyborra
WSG Tirol,Génova,Coste de cesión: 200 mil €,Aleksander BuksaA. Buksa
Red Star FC,Génova,Coste de cesión: 120 mil €,Paolo GozziP. Gozzi
Cosenza,Génova,1 mil €,Giacomo CalòG. Calò
Raków II,Génova,Libre,Kacper ZielskiK. Zielski
Feralpisalò,Génova,Libre,Vittorio PariginiV. Parigini
Karagümrük,Génova,Libre,Stefano SturaroS. Sturaro
Le Havre AC,Génova,Libre,Abdoulaye TouréA. Touré
Triestina,Génova,Libre,Nicholas RizzoN. Rizzo
NK Rogaska,Génova,Libre,Rok VodisekR. Vodisek
Karagümrük,Génova,Libre,Davide BiraschiD. Biraschi
Feralpisalò,Génova,Libre,Mattia ZennaroM. Zennaro
Lumezzane,Génova,Libre,Gianluca ParodiG. Parodi
Pontedera,Génova,Cesión,Daniel FossatiD. Fossati
AS Gubbio,Génova,Cesión,Luca ChiericoL. Chierico
Sestri Levante,Génova,Cesión,Daniel FossatiD. Fossati
Legnago,Génova,Cesión,Brayan BociB. Boci
Reggiana,Génova,Cesión,Filippo MelegoniF. Melegoni
Lecco,Génova,Cesión,Brayan BociB. Boci
Brescia,Génova,?,Michele BesaggioM. Besaggio
Triestina,Génova,?,Giuseppe AgostinoG. Agostino
Reggiana,Génova,Cesión,Marko PajacM. Pajac
Bari,Génova,Cesión,George PușcașG. Pușcaș
Ascoli,Génova,Cesión,Patrizio MasiniP. Masini
Bari,Génova,Cesión,Mattia AramuM. Aramu
Karagümrük,Génova,Cesión,Güven YalçınG. Yalçın
Taranto,Génova,Cesión,Federico ValiettiF. Valietti
Standard Lieja,Génova,Cesión,Kelvin YeboahK. Yeboah
Montpellier,Génova,Cesión,Kelvin YeboahK. Yeboah
Spezia,Génova,Cesión,Francesco CassataF. Cassata
Montpellier,Génova,Cesión,Silvan HeftiS. Hefti
Reggiana,Génova,Cesión,Manolo PortanovaM. Portanova
Spezia,Génova,Cesión,Filip JagielloF. Jagiello
Cremonese,Génova,Cesión,Massimo CodaM. Coda
Sin equipo,Génova,-,Stefan IlsankerS. Ilsanker
Retirado,Génova,-,Domenico CriscitoD. Criscito
Reggiana,Génova,Cesión,Alessandro MarcandalliA. Marcandalli
Pro Sesto,Génova,Cesión,Elia PetrelliE. Petrelli
RB Leipzig,Génova,Fin de cesión 30/06/2023,Josep MartínezJ. Martínez
Galatasaray,Génova,Fin de cesión 12/01/2024,Berkan KutluB. Kutlu
Juventus,Génova,Fin de cesión 30/06/2023,Radu DrăgușinR. Drăgușin
Marsella,Génova,Fin de cesión 30/06/2023,Kevin StrootmanK. Strootman
Venezia,Génova,Fin de cesión 30/06/2023,Mattia AramuM. Aramu
Standard Lieja,Génova,Fin de cesión 30/06/2023,Denis DrăgușD. Drăguș
Reading,Génova,Fin de cesión 30/06/2023,George PușcașG. Pușcaș
AC Milan,Génova,Fin de cesión 12/01/2024,Junior MessiasJ. Messias
Inter,Génova,Fin de cesión 30/06/2023,Eddie SalcedoE. Salcedo
Marsella,Génova,Fin de cesión 30/01/2024,Ruslan MalinovskyiR. Malinovskyi
Cagliari,Clermont Foot,"5,00 mill. €",Mateusz WieteskaM. Wieteska
Cagliari,SPAL,"5,00 mill. €",Matteo PratiM. Prati
Cagliari,Hellas Verona,"4,00 mill. €",Ibrahim SulemanaI. Sulemana
Cagliari,Juve Next Gen,"2,00 mill. €",Alessandro Di PardoA. Di Pardo
Cagliari,CFR Cluj,"2,00 mill. €",Simone ScuffetS. Scuffet
Cagliari,AZ Alkmaar,"2,00 mill. €",Pantelis HatzidiakosP. Hatzidiakos
Cagliari,Sampdoria,"2,00 mill. €",Tommaso AugelloT. Augello
Cagliari,AS Roma,"Coste de cesión: 1,00 mill. €",Eldor ShomurodovE. Shomurodov
Cagliari,Olbia,100 mil €,Christian TravagliniC. Travaglini
Cagliari,Fiorentina,Libre,Yerry MinaY. Mina
Cagliari,Getafe CF,?,Jakub JanktoJ. Jankto
Cagliari,Monza,Cesión,Andrea PetagnaA. Petagna
Cagliari,Inter,Cesión,Gaetano OristanioG. Oristanio
Cagliari,Nápoles,Cesión,Gianluca GaetanoG. Gaetano
Cagliari,Monza,Fin de cesión 30/06/2023,Alessio CragnoA. Cragno
Cagliari,Cagliari U19,-,Davide VeroliD. Veroli
Cagliari,Inter,Fin de cesión 30/06/2023,Raoul BellanovaR. Bellanova
Cagliari,Como,Fin de cesión 30/06/2023,Alberto CerriA. Cerri
Cagliari,Nacional,Fin de cesión 30/06/2023,Gastón PereiroG. Pereiro
Cagliari,Pescara,Fin de cesión 30/06/2023,Jacopo DesogusJ. Desogus
Cagliari,FC Empoli,Fin de cesión 30/06/2023,Sebastian WalukiewiczS. Walukiewicz
Cagliari,Turris,Fin de cesión 30/06/2023,Salvatore BocciaS. Boccia
Cagliari,Olbia,Fin de cesión 31/01/2024,Gianluca ContiniG. Contini
Cagliari,Pescara,Fin de cesión 02/01/2024,Giuseppe CiocciG. Ciocci
Cagliari,Ternana,Fin de cesión 10/01/2024,Christian TravagliniC. Travaglini
Torino,Cagliari,"7,00 mill. €",Raoul BellanovaR. Bellanova
Monza,Cagliari,"3,60 mill. €",Alessio CragnoA. Cragno
FC Empoli,Cagliari,"2,00 mill. €",Sebastian WalukiewiczS. Walukiewicz
Como,Cagliari,"1,25 mill. €",Alberto CerriA. Cerri
Venezia,Cagliari,500 mil €,Nunzio LellaN. Lella
Como,Cagliari,380 mil €,Edoardo GoldanigaE. Goldaniga
FK Tuzla City,Cagliari,Libre,Eldin LolicE. Lolic
Lecco,Cagliari,Libre,Elio CapradossiE. Capradossi
Ascoli,Cagliari,Libre,Vincenzo MillicoV. Millico
Pontedera,Cagliari,Cesión,Isaías DelpupoI. Delpupo
Pescara,Cagliari,Cesión,Giuseppe CiocciG. Ciocci
Pontedera,Cagliari,Cesión,Giuseppe CiocciG. Ciocci
Sampdoria,Cagliari,?,Antonio BarrecaA. Barreca
WSG Tirol,Cagliari,Cesión,Nik PrelecN. Prelec
Feralpisalò,Cagliari,Cesión,Christos KourfalidisC. Kourfalidis
AS Gubbio,Cagliari,Cesión,Jacopo DesogusJ. Desogus
Dinamo Zagreb,Cagliari,Cesión,Marko RogMarko Rog
Venezia,Cagliari,Cesión,Giorgio AltareG. Altare
Ternana,Cagliari,Cesión,Gastón PereiroG. Pereiro
V. Francavilla,Cagliari,Cesión,Gianluca ContiniG. Contini
Novara,Cagliari,Cesión,Salvatore BocciaS. Boccia
Ternana,Cagliari,Cesión,Christian TravagliniC. Travaglini
Taranto,Cagliari,Cesión,Christian TravagliniC. Travaglini
Catanzaro,Cagliari,Cesión,Davide VeroliD. Veroli
Estrella Roja,Cagliari,Fin de cesión 30/06/2023,Filippo FalcoF. Falco
Juve Next Gen,Cagliari,Fin de cesión 30/06/2023,Alessandro Di PardoA. Di Pardo
Lens,Eintracht,"95,00 mill. €",Randal Kolo MuaniR. Kolo Muani
Lens,Benfica,"65,00 mill. €",Gonçalo RamosG. Ramos
Lens,Sporting Lisboa,"60,00 mill. €",Manuel UgarteM. Ugarte
Lens,FC Barcelona,"50,00 mill. €",Ousmane DembéléO. Dembélé
Lens,Lyon,"45,00 mill. €",Bradley BarcolaB. Barcola
Lens,Bayern Múnich,"45,00 mill. €",Lucas HernándezL. Hernández
Lens,Stade Reims,"28,50 mill. €",Hugo EkitikéH. Ekitiké
Lens,RCD Mallorca,"22,00 mill. €",Kang-in LeeK. Lee
Lens,São Paulo,"20,00 mill. €",Lucas BeraldoL. Beraldo
Lens,Corinthians,"20,00 mill. €",Gabriel MoscardoGabriel Moscardo
Lens,PSV Eindhoven,"4,00 mill. €",Xavi SimonsX. Simons
Lens,Real Madrid,Libre,Marco AsensioM. Asensio
Lens,Inter,Libre,Milan SkriniarM. Skriniar
Lens,Benfica B,Libre,Cher NdourC. Ndour
Lens,Barça Atlètic,Libre,Arnau TenasA. Tenas
Lens,Benfica,Cesión,Gonçalo RamosG. Ramos
Lens,Paris SG U19,-,Ilyes HousniI. Housni
Lens,Paris SG U19,-,Noha LeminaN. Lemina
Lens,Paris SG U19,-,Senny MayuluS. Mayulu
Lens,Galatasaray,Fin de cesión 30/06/2023,Mauro IcardiM. Icardi
Lens,Juventus,Fin de cesión 30/06/2023,Leandro ParedesL. Paredes
Lens,Nottm Forest,Fin de cesión 30/06/2023,Keylor NavasK. Navas
Lens,Sunderland,Fin de cesión 30/06/2023,Edouard MichutE. Michut
Lens,Estrasburgo,Fin de cesión 30/06/2023,Colin DagbaC. Dagba
Lens,Benfica,Fin de cesión 30/06/2023,Julian DraxlerJ. Draxler
Lens,RB Leipzig,Fin de cesión 30/06/2023,Abdou DialloA. Diallo
Lens,Fulham,Fin de cesión 30/06/2023,Layvin KurzawaL. Kurzawa
Lens,KAS Eupen,Fin de cesión 30/06/2023,Djeidi GassamaD. Gassama
Lens,Eintracht,Fin de cesión 30/06/2023,Junior Dina EbimbeJ. Dina Ebimbe
Lens,Lorient B,Fin de cesión 30/06/2023,Kenny NageraK. Nagera
Lens,Sampdoria,Fin de cesión 31/01/2024,Noha LeminaN. Lemina
Lens,AS Roma,Fin de cesión 30/06/2023,Georginio WijnaldumG. Wijnaldum
Lens,FC Martigues,Fin de cesión 30/06/2023,Anfane AhamadaA. Ahamada
Lens,SC Sète,Fin de cesión 30/06/2023,Mathyas RandriamamyM. Randriamamy
Al-Hilal,Lens,"90,00 mill. €",NeymarNeymar
Al-Arabi SC,Lens,"45,00 mill. €",Marco VerrattiM. Verratti
RB Leipzig,Lens,"15,00 mill. €",El Chadaille BitshiabuE. Bitshiabu
Al-Arabi SC,Lens,"15,00 mill. €",Abdou DialloA. Diallo
Galatasaray,Lens,"10,00 mill. €",Mauro IcardiM. Icardi
Al-Ahli SC,Lens,"9,00 mill. €",Julian DraxlerJ. Draxler
Al-Ettifaq,Lens,"8,00 mill. €",Georginio WijnaldumG. Wijnaldum
Eintracht,Lens,"6,50 mill. €",Junior Dina EbimbeJ. Dina Ebimbe
Eintracht,Lens,"Coste de cesión: 3,50 mill. €",Hugo EkitikéH. Ekitiké
AS Roma,Lens,"2,50 mill. €",Leandro ParedesL. Paredes
Sunderland,Lens,"1,00 mill. €",Timothée PembéléT. Pembélé
Sheff Wed,Lens,"1,00 mill. €",Djeidi GassamaD. Gassama
AS Roma,Lens,"Coste de cesión: 1,00 mill. €",Renato SanchesR. Sanches
Inter Miami,Lens,Libre,Lionel MessiL. Messi
Ermis Aradippou,Lens,Libre,Mathyas RandriamamyM. Randriamamy
Sevilla FC,Lens,Libre,Sergio RamosS. Ramos
Differdange 03,Lens,Libre,Kenny NageraK. Nagera
Adana Demirspor,Lens,Cesión,Edouard MichutE. Michut
Al-Sadd SC,Lens,Cesión,Ilyes HousniI. Housni
AJ Auxerre,Lens,Cesión,Colin DagbaC. Dagba
Stade-Lausanne,Lens,Cesión,Ismaël GharbiI. Gharbi
Benfica,Lens,Cesión,Juan BernatJ. Bernat
Corinthians,Lens,Cesión,Gabriel MoscardoGabriel Moscardo
SC Braga,Lens,Cesión,Cher NdourC. Ndour
Sampdoria,Lens,Cesión,Noha LeminaN. Lemina
Wolverhampton,Lens,Cesión,Noha LeminaN. Lemina
RB Leipzig,Lens,Cesión,Xavi SimonsX. Simons
Sin equipo,Lens,-,Moutanabi BodiangM. Bodiang
Sin equipo,Lens,-,Anfane AhamadaA. Ahamada
USL Dunkerque,Lens,Cesión,Lucas LavalléeL. Lavallée
Stade Reims,Lens,Fin de cesión 30/06/2023,Hugo EkitikéH. Ekitiké
Benfica,Lens,Fin de cesión 31/12/2023,Gonçalo RamosG. Ramos
Marsella,Montpellier,"30,00 mill. €",Elye WahiElye Wahi
Marsella,FC Basilea,"14,00 mill. €",Andy DioufA. Diouf
Marsella,Mainz,"7,20 mill. €",Angelo FulginiA. Fulgini
Marsella,Millonarios,"4,50 mill. €",Óscar CortésÓ. Cortés
Marsella,Paris FC,"4,00 mill. €",Morgan GuilavoguiM. Guilavogui
Marsella,Mónaco,"3,50 mill. €",Ruben AguilarR. Aguilar
Marsella,AS Nancy,600 mil €,Neil El AynaouiN. El Aynaoui
Marsella,Energetik-BGU,100 mil €,Abdukodir KhusanovA. Khusanov
Marsella,Toulouse,Libre,Stijn SpieringsS. Spierings
Marsella,EC Bahia,Cesión,Jhoanner ChávezJ. Chávez
Marsella,Club Brujas,Cesión,Faitout MaouassaF. Maouassa
Marsella,Sin equipo,-,Nampalys MendyN. Mendy
Marsella,SC Bastia,Fin de cesión 30/06/2023,Tom DucrocqT. Ducrocq
Marsella,FC Annecy,Fin de cesión 30/06/2023,Ibrahima BaldéI. Baldé
RB Leipzig,Marsella,"40,00 mill. €",Loïs OpendaL. Openda
Al-Nassr,Marsella,"25,00 mill. €",Seko FofanaS. Fofana
Besiktas,Marsella,"4,04 mill. €",Jean OnanaJ. Onana
ŁKS,Marsella,Libre,Adrien LouveauA. Louveau
Caracas FC,Marsella,Libre,Wuilker FariñezW. Fariñez
QRM,Marsella,Libre,Steven FortesS. Fortes
Troyes,Marsella,Libre,Ismaël BouraI. Boura
Stade Lavallois,Marsella,Cesión,Rémy Labeau LascaryR. Labeau Lascary
SC Bastia,Marsella,?,Tom DucrocqT. Ducrocq
Stade Brestois,Marsella,Cesión,Julien Le CardinalJ. Le Cardinal
Toulouse,Marsella,Cesión,Stijn SpieringsS. Spierings
AS Nancy,Marsella,Cesión,Mamadou CamaraM. Camara
Hamburgo,Marsella,Cesión,Lukasz PorebaL. Poreba
Antalyaspor,Marsella,Cesión,Adam BuksaA. Buksa
Rangers FC,Marsella,Cesión,Óscar CortésÓ. Cortés
Niza,Marsella,Fin de cesión 30/06/2023,Alexis Claude-MauriceA. Claude-Maurice
Club Brujas,Marsella,Fin de cesión 24/01/2024,Faitout MaouassaF. Maouassa
Mainz,Marsella,Fin de cesión 30/06/2023,Angelo FulginiA. Fulgini
Mónaco,Atlético Madrid,"20,60 mill. €",Renan LodiR. Lodi
Mónaco,Sheff Utd,"17,00 mill. €",Iliman NdiayeI. Ndiaye
Mónaco,Watford,"13,00 mill. €",Ismaïla SarrI. Sarr
Mónaco,Atalanta,"10,00 mill. €",Ruslan MalinovskyiR. Malinovskyi
Mónaco,FC Nantes,"10,00 mill. €",Quentin MerlinQ. Merlin
Mónaco,Atlético Madrid,"8,00 mill. €",Geoffrey KondogbiaG. Kondogbia
Mónaco,Bodø/Glimt,"8,00 mill. €",Faris MoumbagnaF. Moumbagna
Mónaco,FC Schalke 04,"5,00 mill. €",Amine HaritA. Harit
Mónaco,BSC Young Boys,"4,00 mill. €",Ulisses GarciaU. Garcia
Mónaco,RSC Anderlecht,"2,50 mill. €",Amir MurilloA. Murillo
Mónaco,Inter,"Coste de cesión: 2,00 mill. €",Joaquín CorreaJ. Correa
Mónaco,RC Celta,"1,50 mill. €",Rubén BlancoR. Blanco
Mónaco,FC Lorient,"Coste de cesión: 1,00 mill. €",Bamo MeïtéB. Meïté
Mónaco,Chelsea,Libre,Pierre-Emerick AubameyangP. Aubameyang
Mónaco,Besiktas,Cesión,Jean OnanaJ. Onana
Mónaco,Marseille B,-,Bilal NadirB. Nadir
Mónaco,Marseille B,-,François MugheF. Mughe
Mónaco,Marseille B,-,Emran SogloE. Soglo
Mónaco,Getafe CF,Fin de cesión 30/06/2023,Jordan AmaviJ. Amavi
Mónaco,Torino,Fin de cesión 30/06/2023,Nemanja RadonjicN. Radonjic
Mónaco,Génova,Fin de cesión 30/06/2023,Kevin StrootmanK. Strootman
Mónaco,Sevilla FC,Fin de cesión 30/06/2023,Pape GueyeP. Gueye
Mónaco,Botafogo,Fin de cesión 31/12/2023,Luis HenriqueLuis Henrique
Mónaco,UD Almería,Fin de cesión 30/06/2023,Luis SuárezL. Suárez
Mónaco,Olympiacos,Fin de cesión 30/06/2023,Konrad de la FuenteK. de la Fuente
Mónaco,Valenciennes FC,Fin de cesión 30/06/2023,Salim Ben SeghirS. Ben Seghir
Mónaco,Juventus,Fin de cesión 30/06/2023,Arkadiusz MilikA. Milik
Mónaco,AJ Auxerre,Fin de cesión 30/06/2023,Isaak TouréI. Touré
Mónaco,Elche CF,Fin de cesión 30/06/2023,Pol LirolaP. Lirola
Mónaco,Génova,Fin de cesión 30/01/2024,Ruslan MalinovskyiR. Malinovskyi
Al-Hilal,Mónaco,"23,00 mill. €",Renan LodiR. Lodi
Fenerbahce,Mónaco,"15,00 mill. €",Cengiz ÜnderC. Ünder
FC Lorient,Mónaco,"8,00 mill. €",Isaak TouréI. Touré
UD Almería,Mónaco,"8,00 mill. €",Luis SuárezL. Suárez
Juventus,Mónaco,"7,30 mill. €",Arkadiusz MilikA. Milik
Génova,Mónaco,"7,00 mill. €",Ruslan MalinovskyiR. Malinovskyi
Torino,Mónaco,"1,70 mill. €",Nemanja RadonjicN. Radonjic
Fenerbahce,Mónaco,"1,40 mill. €",Bartuğ ElmazB. Elmaz
Lazio,Mónaco,"Coste de cesión: 1,00 mill. €",Mattéo GuendouziM. Guendouzi
Atalanta,Mónaco,Libre,Sead KolasinacS. Kolasinac
Génova,Mónaco,Libre,Kevin StrootmanK. Strootman
Inter,Mónaco,Libre,Alexis SánchezA. Sánchez
Vasco da Gama,Mónaco,Libre,Dimitri PayetD. Payet
Frosinone,Mónaco,Cesión,Pol LirolaP. Lirola
Stade Brestois,Mónaco,Cesión,Jordan AmaviJ. Amavi
Génova,Mónaco,Cesión,VitinhaVitinha
USL Dunkerque,Mónaco,Cesión,François MugheF. Mughe
Génova,Mónaco,Cesión,Ruslan MalinovskyiR. Malinovskyi
SD Eibar,Mónaco,Cesión,Konrad de la FuenteK. de la Fuente
Neuchâtel Xamax,Mónaco,Cesión,Salim Ben SeghirS. Ben Seghir
FC Schalke 04,Mónaco,Fin de cesión 30/06/2023,Amine HaritA. Harit
Manchester City,Mónaco,Fin de cesión 30/06/2023,Issa KaboréI. Kaboré
Arsenal,Mónaco,Fin de cesión 30/06/2023,Nuno TavaresN. Tavares
RC Celta,Mónaco,Fin de cesión 30/06/2023,Rubén BlancoR. Blanco
Manchester Utd.,Mónaco,Fin de cesión 30/06/2023,Eric BaillyE. Bailly
Atalanta,Mónaco,Fin de cesión 30/06/2023,Ruslan MalinovskyiR. Malinovskyi
Stade Rennes,Arsenal,"30,00 mill. €",Folarin BalogunF. Balogun
Stade Rennes,Juventus,"20,00 mill. €",Denis ZakariaD. Zakaria
Stade Rennes,Southampton,"15,00 mill. €",Mohammed SalisuM. Salisu
Stade Rennes,Torino,"9,10 mill. €",Wilfried SingoW. Singo
Stade Rennes,RB Salzburgo,"8,00 mill. €",Philipp KöhnP. Köhn
Stade Rennes,Amiens SC,"2,00 mill. €",Kassoum OuattaraK. Ouattara
Stade Rennes,West Ham,Coste de cesión: 500 mil €,Thilo KehrerT. Kehrer
Stade Rennes,Círculo Brujas,Fin de cesión 30/06/2023,Jean MarcelinJ. Marcelin
Stade Rennes,Mónaco U21,-,Yann LienardY. Lienard
Stade Rennes,Mónaco U21,-,Yllan OkouY. Okou
Stade Rennes,Mónaco U21,-,Edan DiopEdan Diop
Stade Rennes,Famalicão,Fin de cesión 30/06/2023,PeléPelé
Stade Rennes,Círculo Brujas,Fin de cesión 30/06/2023,Radoslaw MajeckiR. Majecki
Stade Rennes,NEC Nijmegen,Fin de cesión 30/06/2023,Anthony MusabaA. Musaba
Stade Rennes,Excelsior,Fin de cesión 30/06/2023,Arthur ZagréA. Zagré
Stade Rennes,Stade Brestois,Fin de cesión 30/06/2023,Félix LemaréchalF. Lemaréchal
Chelsea,Stade Rennes,"45,00 mill. €",Axel DisasiA. Disasi
Santos,Stade Rennes,"6,00 mill. €",Jean LucasJean Lucas
Unión Berlín,Stade Rennes,"4,00 mill. €",Kevin VollandK. Volland
Lens,Stade Rennes,"3,50 mill. €",Ruben AguilarR. Aguilar
Olympiacos,Stade Rennes,"3,00 mill. €",Gelson MartinsG. Martins
SC Bastia,Stade Rennes,500 mil €,Yllan OkouY. Okou
G. Burdeos,Stade Rennes,Libre,Jean MarcelinJ. Marcelin
Excelsior,Stade Rennes,Libre,Arthur ZagréA. Zagré
Sheff Wed,Stade Rennes,Libre,Anthony MusabaA. Musaba
Círculo Brujas,Stade Rennes,Cesión,Félix LemaréchalF. Lemaréchal
FC Twente,Stade Rennes,Cesión,Myron BoaduM. Boadu
Clermont Foot,Stade Rennes,Cesión,Chrislain MatsimaC. Matsima
Royal Amberes,Stade Rennes,Cesión,Eliot MatazoE. Matazo
Sin equipo,Stade Rennes,-,PeléPelé
Chelsea,Stade Rennes,Fin de cesión 30/06/2023,Malang SarrM. Sarr
Bayern Múnich,Stade Rennes,Fin de cesión 30/06/2023,Alexander NübelA. Nübel
Círculo Brujas,Stade Rennes,Fin de cesión 30/06/2023,Thomas Didillon-HödlT. Didillon-Hödl
LOSC Lille,FC Lorient,"20,00 mill. €",Enzo Le FéeE. Le Fée
LOSC Lille,Stade Reims,"15,50 mill. €",Azor MatusiwaA. Matusiwa
LOSC Lille,BSC Young Boys,"15,00 mill. €",Fabian RiederF. Rieder
LOSC Lille,FC Nantes,"15,00 mill. €",Ludovic BlasL. Blas
LOSC Lille,Clermont Foot,"11,00 mill. €",Alidu SeiduA. Seidu
LOSC Lille,Hatayspor,"5,40 mill. €",Bertuğ YıldırımB. Yıldırım
LOSC Lille,AS Roma,"2,50 mill. €",Nemanja MaticN. Matic
LOSC Lille,CS Sedan,Libre,Geoffrey LembetG. Lembet
LOSC Lille,Troyes,?,Gauthier GallonG. Gallon
LOSC Lille,Rennes B,-,Mohamed JaouabM. Jaouab
LOSC Lille,Rennes B,-,Alan Do MarcolinoA. Do Marcolino
LOSC Lille,Rennes B,-,Jérémy JacquetJ. Jacquet
LOSC Lille,Sevilla FC,Fin de cesión 30/06/2023,Loïc BadéL. Badé
LOSC Lille,Como,Fin de cesión 30/06/2023,Alfred GomisA. Gomis
LOSC Lille,Dijon,Fin de cesión 30/06/2023,Loum TchaounaL. Tchaouna
LOSC Lille,US Avranches,Fin de cesión 30/06/2023,Noah FrançoiseN. Françoise
LOSC Lille,FC Basilea,Fin de cesión 30/06/2023,Andy DioufA. Diouf
LOSC Lille,Famalicão,Fin de cesión 30/06/2023,Junior KadileJ. Kadile
